day_id,condition_text
D2093,Light Precipitation
D2094,Light Precipitation
D2095,Thunderstorms
D2096,Partly Cloudy
D2097,Partly Cloudy
D2098,Cloudy and Overcast
D2099,Cloudy and Overcast
D2100,Cloudy and Overcast
D2101,Light Precipitation
D2102,Cloudy and Overcast
D2103,Light Precipitation
D2104,Cloudy and Overcast
D2105,Partly Cloudy
D2106,Clear and Sunny
D2107,Clear and Sunny
D2108,Partly Cloudy
D2109,Partly Cloudy
D2110,Partly Cloudy
D2111,Partly Cloudy
D2112,Partly Cloudy
D2113,Partly Cloudy
D2114,Cloudy and Overcast
D2115,Partly Cloudy
D2116,Partly Cloudy
D2117,Partly Cloudy
D2118,Light Precipitation
D2119,Cloudy and Overcast
D2120,Partly Cloudy
D2121,Partly Cloudy
D2122,Partly Cloudy
D2123,Partly Cloudy
D2124,Partly Cloudy
D2125,Partly Cloudy
D2126,Partly Cloudy
D2127,Partly Cloudy
D2128,Partly Cloudy
D2129,Partly Cloudy
D2130,Partly Cloudy
D2131,Partly Cloudy
D2132,Cloudy and Overcast
D2133,Cloudy and Overcast
D2134,Cloudy and Overcast
D2135,Cloudy and Overcast
D2136,Cloudy and Overcast
D2137,Partly Cloudy
D2138,Partly Cloudy
D2139,Cloudy and Overcast
D2140,Cloudy and Overcast
D2141,Cloudy and Overcast
D2142,Partly Cloudy
D2143,Cloudy and Overcast
D2144,Partly Cloudy
D2145,Cloudy and Overcast
D2146,Cloudy and Overcast
D2147,Cloudy and Overcast
D2148,Cloudy and Overcast
D2149,Cloudy and Overcast
D2150,Partly Cloudy
D2151,Cloudy and Overcast
D2152,Cloudy and Overcast
D2153,Cloudy and Overcast
D2154,Cloudy and Overcast
D2155,Cloudy and Overcast
D2156,Cloudy and Overcast
D2157,Cloudy and Overcast
D2158,Light Precipitation
D2159,Light Precipitation
D2160,Clear and Sunny
D2161,Clear and Sunny
D2162,Clear and Sunny
D2163,Clear and Sunny
D2164,Clear and Sunny
D2165,Clear and Sunny
D2166,Clear and Sunny
D2167,Clear and Sunny
D2168,Clear and Sunny
D2169,Clear and Sunny
D2170,Clear and Sunny
D2171,Clear and Sunny
D2172,Clear and Sunny
D2173,Clear and Sunny
D2174,Light Precipitation
D2175,Cloudy and Overcast
D2176,Clear and Sunny
D2177,Partly Cloudy
D2178,Partly Cloudy
D2179,Clear and Sunny
D2180,Clear and Sunny
D2181,Cloudy and Overcast
D2182,Cloudy and Overcast
D2183,Partly Cloudy
D2184,Clear and Sunny
D2185,Clear and Sunny
D2186,Clear and Sunny
D2187,Clear and Sunny
D2188,Clear and Sunny
D2189,Clear and Sunny
D2190,Clear and Sunny
D2191,Clear and Sunny
D2192,Clear and Sunny
D2193,Clear and Sunny
D2194,Clear and Sunny
D2195,Clear and Sunny
D2196,Clear and Sunny
D2197,Clear and Sunny
D2198,Clear and Sunny
D2199,Clear and Sunny
D2200,Clear and Sunny
D2201,Clear and Sunny
D2202,Clear and Sunny
D2203,Clear and Sunny
D2204,Clear and Sunny
D2205,Clear and Sunny
D2206,Clear and Sunny
D2207,Clear and Sunny
D2208,Clear and Sunny
D2209,Clear and Sunny
D2210,Light Precipitation
D2211,Rain Showers
D2212,Partly Cloudy
D2213,Partly Cloudy
D2214,Cloudy and Overcast
D2215,Partly Cloudy
D2216,Cloudy and Overcast
D2217,Cloudy and Overcast
D2218,Light Rain with Thunder
D2219,Cloudy and Overcast
D2220,Thunderstorms
D2221,Partly Cloudy
D2222,Cloudy and Overcast
D2223,Cloudy and Overcast
D2224,Light Rain with Thunder
D2225,Light Precipitation
D2226,Partly Cloudy
D2227,Partly Cloudy
D2228,Cloudy and Overcast
D2229,Cloudy and Overcast
D2230,Cloudy and Overcast
D2231,Cloudy and Overcast
D2232,Cloudy and Overcast
D2233,Partly Cloudy
D2234,Partly Cloudy
D2235,Partly Cloudy
D2236,Partly Cloudy
D2237,Clear and Sunny
D2238,Clear and Sunny
D2239,Cloudy and Overcast
D2240,Clear and Sunny
D2241,Clear and Sunny
D2242,Clear and Sunny
D2243,Clear and Sunny
D2244,Clear and Sunny
D2245,Clear and Sunny
D2246,Clear and Sunny
D2247,Clear and Sunny
D2248,Clear and Sunny
D2249,Clear and Sunny
D2250,Clear and Sunny
D2251,Clear and Sunny
D2252,Clear and Sunny
D2253,Clear and Sunny
D2254,Clear and Sunny
D2255,Clear and Sunny
D2256,Clear and Sunny
D2257,Clear and Sunny
D2258,Clear and Sunny
D2259,Clear and Sunny
D2260,Clear and Sunny
D2261,Clear and Sunny
D2262,Cloudy and Overcast
D2263,Moderate to Heavy Rain
D2264,Light Precipitation
D2265,Cloudy and Overcast
D2266,Cloudy and Overcast
D2267,Light Precipitation
D2268,Cloudy and Overcast
D2269,Moderate to Heavy Rain
D2270,Light Precipitation
D2271,Cloudy and Overcast
D2272,Cloudy and Overcast
D2273,Cloudy and Overcast
D2274,Cloudy and Overcast
D2275,Cloudy and Overcast
D2276,Cloudy and Overcast
D2277,Cloudy and Overcast
D2278,Partly Cloudy
D2279,Cloudy and Overcast
D2280,Cloudy and Overcast
D2281,Cloudy and Overcast
D2282,Light Precipitation
D2283,Cloudy and Overcast
D2284,Cloudy and Overcast
D2285,Cloudy and Overcast
D2286,Rain Showers
D2287,Light Precipitation
D2288,Cloudy and Overcast
D2289,Cloudy and Overcast
D2290,Partly Cloudy
D2291,Cloudy and Overcast
D2292,Partly Cloudy
D2293,Cloudy and Overcast
D2294,Cloudy and Overcast
D2295,Cloudy and Overcast
D2296,Cloudy and Overcast
D2297,Cloudy and Overcast
D2298,Cloudy and Overcast
D2299,Light Precipitation
D2300,Cloudy and Overcast
D2301,Cloudy and Overcast
D2302,Light Precipitation
D2303,Clear and Sunny
D2304,Cloudy and Overcast
D2305,Cloudy and Overcast
D2306,Partly Cloudy
D2307,Light Precipitation
D2308,Cloudy and Overcast
D2309,Cloudy and Overcast
D2310,Cloudy and Overcast
D2311,Cloudy and Overcast
D2312,Cloudy and Overcast
D2313,Cloudy and Overcast
D2314,Mist or Fog
D2315,Cloudy and Overcast
D2316,Cloudy and Overcast
D2317,Cloudy and Overcast
D2318,Clear and Sunny
D2319,Clear and Sunny
D2320,Cloudy and Overcast
D2321,Partly Cloudy
D2322,Clear and Sunny
D2323,Partly Cloudy
D2324,Clear and Sunny
D2325,Clear and Sunny
D2326,Clear and Sunny
D2327,Clear and Sunny
D2328,Clear and Sunny
D2329,Clear and Sunny
D2330,Light Precipitation
D2331,Cloudy and Overcast
D2332,Cloudy and Overcast
D2333,Partly Cloudy
D2334,Clear and Sunny
D2335,Rain Showers
D2336,Clear and Sunny
D2337,Cloudy and Overcast
D2338,Cloudy and Overcast
D2339,Cloudy and Overcast
D2340,Cloudy and Overcast
D2341,Light Precipitation
D2342,Cloudy and Overcast
D2343,Light Precipitation
D2344,Light Precipitation
D2345,Clear and Sunny
D2346,Partly Cloudy
D2347,Partly Cloudy
D2348,Partly Cloudy
D2349,Cloudy and Overcast
D2350,Partly Cloudy
D2351,Cloudy and Overcast
D2352,Cloudy and Overcast
D2353,Cloudy and Overcast
D2354,Light Precipitation
D2355,Cloudy and Overcast
D2356,Light Precipitation
D2357,Cloudy and Overcast
D2358,Cloudy and Overcast
D2359,Light Precipitation
D2360,Light Precipitation
D2361,Partly Cloudy
D2362,Cloudy and Overcast
D2363,Light Precipitation
D2364,Light Precipitation
D2365,Cloudy and Overcast
D2366,Clear and Sunny
D2367,Clear and Sunny
D2368,Clear and Sunny
D2369,Clear and Sunny
D2370,Clear and Sunny
D2371,Clear and Sunny
D2372,Clear and Sunny
D2373,Clear and Sunny
D2374,Clear and Sunny
D2375,Clear and Sunny
D2376,Clear and Sunny
D2377,Clear and Sunny
D2378,Clear and Sunny
D2379,Clear and Sunny
D2380,Clear and Sunny
D2381,Clear and Sunny
D2382,Clear and Sunny
D2383,Clear and Sunny
D2384,Clear and Sunny
D2385,Clear and Sunny
D2386,Clear and Sunny
D2387,Clear and Sunny
D2388,Clear and Sunny
D2389,Clear and Sunny
D2390,Clear and Sunny
D2391,Clear and Sunny
D2392,Cloudy and Overcast
D2393,Cloudy and Overcast
D2394,Cloudy and Overcast
D2395,Partly Cloudy
D2396,Clear and Sunny
D2397,Cloudy and Overcast
D2398,Cloudy and Overcast
D2399,Cloudy and Overcast
D2400,Clear and Sunny
D2401,Partly Cloudy
D2402,Clear and Sunny
D2403,Clear and Sunny
D2404,Clear and Sunny
D2405,Cloudy and Overcast
D2406,Clear and Sunny
D2407,Light Precipitation
D2408,Cloudy and Overcast
D2409,Light Precipitation
D2410,Partly Cloudy
D2411,Cloudy and Overcast
D2412,Clear and Sunny
D2413,Cloudy and Overcast
D2414,Light Precipitation
D2415,Clear and Sunny
D2416,Clear and Sunny
D2417,Partly Cloudy
D2418,Clear and Sunny
D2419,Clear and Sunny
D2420,Clear and Sunny
D2421,Clear and Sunny
D2422,Clear and Sunny
D2423,Partly Cloudy
D2424,Cloudy and Overcast
D2425,Partly Cloudy
D2426,Clear and Sunny
D2427,Clear and Sunny
D2428,Clear and Sunny
D2429,Thunderstorms
D2430,Mist or Fog
D2431,Partly Cloudy
D2432,Clear and Sunny
D2433,Clear and Sunny
D2434,Light Precipitation
D2435,Clear and Sunny
D2436,Clear and Sunny
D2437,Clear and Sunny
D2438,Partly Cloudy
D2439,Clear and Sunny
D2440,Clear and Sunny
D2441,Clear and Sunny
D2442,Cloudy and Overcast
D2443,Cloudy and Overcast
D2444,Light Precipitation
D2445,Moderate to Heavy Rain
D2446,Partly Cloudy
D2447,Cloudy and Overcast
D2448,Partly Cloudy
D2449,Cloudy and Overcast
D2450,Partly Cloudy
D2451,Partly Cloudy
D2452,Cloudy and Overcast
D2453,Light Precipitation
D2454,Light Precipitation
D2455,Partly Cloudy
D2456,Partly Cloudy
D2457,Cloudy and Overcast
D2458,Cloudy and Overcast
D2459,Cloudy and Overcast
D2460,Partly Cloudy
D2461,Partly Cloudy
D2462,Partly Cloudy
D2463,Light Precipitation
D2464,Partly Cloudy
D2465,Light Precipitation
D2466,Light Precipitation
D2467,Cloudy and Overcast
D2468,Cloudy and Overcast
D2469,Cloudy and Overcast
D2470,Cloudy and Overcast
D2471,Partly Cloudy
D2472,Partly Cloudy
D2473,Clear and Sunny
D2474,Light Rain with Thunder
D2475,Cloudy and Overcast
D2476,Clear and Sunny
D2477,Clear and Sunny
D2478,Clear and Sunny
D2479,Partly Cloudy
D2480,Cloudy and Overcast
D2481,Clear and Sunny
D2482,Partly Cloudy
D2483,Partly Cloudy
D2484,Clear and Sunny
D2485,Partly Cloudy
D2486,Clear and Sunny
D2487,Clear and Sunny
D2488,Clear and Sunny
D2489,Clear and Sunny
D2490,Clear and Sunny
D2491,Clear and Sunny
D2492,Clear and Sunny
D2493,Partly Cloudy
D2494,Clear and Sunny
D2495,Clear and Sunny
D2496,Light Precipitation
D2497,Clear and Sunny
D2498,Cloudy and Overcast
D2499,Mist or Fog
D2500,Clear and Sunny
D2501,Cloudy and Overcast
D2502,Clear and Sunny
D2503,Cloudy and Overcast
D2504,Clear and Sunny
D2505,Clear and Sunny
D2506,Partly Cloudy
D2507,Cloudy and Overcast
D2508,Mist or Fog
D2509,Cloudy and Overcast
D2510,Cloudy and Overcast
D2511,Partly Cloudy
D2512,Clear and Sunny
D2513,Cloudy and Overcast
D2514,Partly Cloudy
D2515,Clear and Sunny
D2516,Cloudy and Overcast
D2517,Light Precipitation
D2518,Clear and Sunny
D2519,Clear and Sunny
D2520,Moderate to Heavy Rain
D2521,Light Precipitation
D2522,Clear and Sunny
D2523,Clear and Sunny
D2524,Clear and Sunny
D2525,Clear and Sunny
D2526,Clear and Sunny
D2527,Clear and Sunny
D2528,Clear and Sunny
D2529,Clear and Sunny
D2530,Clear and Sunny
D2531,Clear and Sunny
D2532,Clear and Sunny
D2533,Clear and Sunny
D2534,Clear and Sunny
D2535,Clear and Sunny
D2536,Clear and Sunny
D2537,Clear and Sunny
D2538,Clear and Sunny
D2539,Clear and Sunny
D2540,Clear and Sunny
D2541,Clear and Sunny
D2542,Clear and Sunny
D2543,Clear and Sunny
D2544,Clear and Sunny
D2545,Clear and Sunny
D2546,Clear and Sunny
D2547,Clear and Sunny
D2548,Clear and Sunny
D2549,Light Precipitation
D2550,Clear and Sunny
D2551,Clear and Sunny
D2552,Clear and Sunny
D2553,Partly Cloudy
D2554,Clear and Sunny
D2555,Clear and Sunny
D2556,Clear and Sunny
D2557,Clear and Sunny
D2558,Clear and Sunny
D2559,Clear and Sunny
D2560,Clear and Sunny
D2561,Mist or Fog
D2562,Cloudy and Overcast
D2563,Mist or Fog
D2564,Mist or Fog
D2565,Clear and Sunny
D2566,Clear and Sunny
D2567,Clear and Sunny
D2568,Clear and Sunny
D2569,Cloudy and Overcast
D2570,Partly Cloudy
D2571,Clear and Sunny
D2572,Clear and Sunny
D2573,Partly Cloudy
D2574,Partly Cloudy
D2575,Clear and Sunny
D2576,Clear and Sunny
D2577,Clear and Sunny
D2578,Clear and Sunny
D2579,Clear and Sunny
D2580,Clear and Sunny
D2581,Clear and Sunny
D2582,Partly Cloudy
D2583,Partly Cloudy
D2584,Partly Cloudy
D2585,Partly Cloudy
D2586,Clear and Sunny
D2587,Clear and Sunny
D2588,Clear and Sunny
D2589,Light Precipitation
D2590,Partly Cloudy
D2591,Partly Cloudy
D2592,Clear and Sunny
D2593,Clear and Sunny
D2594,Clear and Sunny
D2595,Clear and Sunny
D2596,Clear and Sunny
D2597,Clear and Sunny
D2598,Clear and Sunny
D2599,Cloudy and Overcast
D2600,Partly Cloudy
D2601,Light Precipitation
D2602,Partly Cloudy
D2603,Cloudy and Overcast
D2604,Partly Cloudy
D2605,Partly Cloudy
D2606,Partly Cloudy
D2607,Light Precipitation
D2608,Partly Cloudy
D2609,Partly Cloudy
D2610,Partly Cloudy
D2611,Partly Cloudy
D2612,Cloudy and Overcast
D2613,Partly Cloudy
D2614,Partly Cloudy
D2615,Partly Cloudy
D2616,Partly Cloudy
D2617,Partly Cloudy
D2618,Partly Cloudy
D2619,Thunderstorms
D2620,Partly Cloudy
D2621,Partly Cloudy
D2622,Cloudy and Overcast
D2623,Partly Cloudy
D2624,Partly Cloudy
D2625,Clear and Sunny
D2626,Clear and Sunny
D2627,Clear and Sunny
D2628,Clear and Sunny
D2629,Clear and Sunny
D2630,Thunderstorms
D2631,Cloudy and Overcast
D2632,Cloudy and Overcast
D2633,Clear and Sunny
D2634,Clear and Sunny
D2635,Clear and Sunny
D2636,Clear and Sunny
D2637,Clear and Sunny
D2638,Clear and Sunny
D2639,Clear and Sunny
D2640,Clear and Sunny
D2641,Clear and Sunny
D2642,Clear and Sunny
D2643,Clear and Sunny
D2644,Clear and Sunny
D2645,Clear and Sunny
D2646,Clear and Sunny
D2647,Clear and Sunny
D2648,Clear and Sunny
D2649,Clear and Sunny
D2650,Clear and Sunny
D2651,Partly Cloudy
D2652,Cloudy and Overcast
D2653,Clear and Sunny
D2654,Clear and Sunny
D2655,Clear and Sunny
D2656,Clear and Sunny
D2657,Clear and Sunny
D2658,Clear and Sunny
D2659,Clear and Sunny
D2660,Clear and Sunny
D2661,Clear and Sunny
D2662,Cloudy and Overcast
D2663,Clear and Sunny
D2664,Cloudy and Overcast
D2665,Clear and Sunny
D2666,Clear and Sunny
D2667,Clear and Sunny
D2668,Partly Cloudy
D2669,Clear and Sunny
D2670,Clear and Sunny
D2671,Clear and Sunny
D2672,Cloudy and Overcast
D2673,Partly Cloudy
D2674,Clear and Sunny
D2675,Clear and Sunny
D2676,Clear and Sunny
D2677,Cloudy and Overcast
D2678,Cloudy and Overcast
D2679,Cloudy and Overcast
D2680,Partly Cloudy
D2681,Cloudy and Overcast
D2682,Cloudy and Overcast
D2683,Cloudy and Overcast
D2684,Cloudy and Overcast
D2685,Cloudy and Overcast
D2686,Cloudy and Overcast
D2687,Cloudy and Overcast
D2688,Cloudy and Overcast
D2689,Cloudy and Overcast
D2690,Cloudy and Overcast
D2691,Cloudy and Overcast
D2692,Cloudy and Overcast
D2693,Partly Cloudy
D2694,Cloudy and Overcast
D2695,Cloudy and Overcast
D2696,Cloudy and Overcast
D2697,Cloudy and Overcast
D2698,Cloudy and Overcast
D2699,Cloudy and Overcast
D2700,Cloudy and Overcast
D2701,Cloudy and Overcast
D2702,Clear and Sunny
D2703,Cloudy and Overcast
D2704,Moderate to Heavy Rain
D2705,Light Precipitation
D2706,Partly Cloudy
D2707,Cloudy and Overcast
D2708,Partly Cloudy
D2709,Partly Cloudy
D2710,Clear and Sunny
D2711,Clear and Sunny
D2712,Clear and Sunny
D2713,Clear and Sunny
D2714,Clear and Sunny
D2715,Partly Cloudy
D2716,Partly Cloudy
D2717,Clear and Sunny
D2718,Clear and Sunny
D2719,Partly Cloudy
D2720,Clear and Sunny
D2721,Clear and Sunny
D2722,Clear and Sunny
D2723,Clear and Sunny
D2724,Clear and Sunny
D2725,Clear and Sunny
D2726,Clear and Sunny
D2727,Clear and Sunny
D2728,Mist or Fog
D2729,Mist or Fog
D2730,Clear and Sunny
D2731,Mist or Fog
D2732,Partly Cloudy
D2733,Clear and Sunny
D2734,Clear and Sunny
D2735,Clear and Sunny
D2736,Clear and Sunny
D2737,Clear and Sunny
D2738,Clear and Sunny
D2739,Light Precipitation
D2740,Cloudy and Overcast
D2741,Light Precipitation
D2742,Light Precipitation
D2743,Clear and Sunny
D2744,Mist or Fog
D2745,Clear and Sunny
D2746,Clear and Sunny
D2747,Clear and Sunny
D2748,Partly Cloudy
D2749,Cloudy and Overcast
D2750,Clear and Sunny
D2751,Mist or Fog
D2752,Cloudy and Overcast
D2753,Cloudy and Overcast
D2754,Partly Cloudy
D2755,Clear and Sunny
D2756,Clear and Sunny
D2757,Partly Cloudy
D2758,Cloudy and Overcast
D2759,Clear and Sunny
D2760,Cloudy and Overcast
D2761,Cloudy and Overcast
D2762,Cloudy and Overcast
D2763,Clear and Sunny
D2764,Clear and Sunny
D2765,Clear and Sunny
D2766,Clear and Sunny
D2767,Clear and Sunny
D2768,Clear and Sunny
D2769,Clear and Sunny
D2770,Cloudy and Overcast
D2771,Cloudy and Overcast
D2772,Clear and Sunny
D2773,Cloudy and Overcast
D2774,Cloudy and Overcast
D2775,Clear and Sunny
D2776,Clear and Sunny
D2777,Cloudy and Overcast
D2778,Cloudy and Overcast
D2779,Clear and Sunny
D2780,Partly Cloudy
D2781,Clear and Sunny
D2782,Clear and Sunny
D2783,Clear and Sunny
D2784,Clear and Sunny
D2785,Cloudy and Overcast
D2786,Cloudy and Overcast
D2787,Cloudy and Overcast
D2788,Cloudy and Overcast
D2789,Clear and Sunny
D2790,Clear and Sunny
D2791,Partly Cloudy
D2792,Cloudy and Overcast
D2793,Clear and Sunny
D2794,Clear and Sunny
D2795,Clear and Sunny
D2796,Cloudy and Overcast
D2797,Clear and Sunny
D2798,Clear and Sunny
D2799,Clear and Sunny
D2800,Partly Cloudy
D2801,Cloudy and Overcast
D2802,Partly Cloudy
D2803,Mist or Fog
D2804,Mist or Fog
D2805,Clear and Sunny
D2806,Clear and Sunny
D2807,Clear and Sunny
D2808,Clear and Sunny
D2809,Clear and Sunny
D2810,Clear and Sunny
D2811,Clear and Sunny
D2812,Cloudy and Overcast
D2813,Partly Cloudy
D2814,Clear and Sunny
D2815,Clear and Sunny
D2816,Cloudy and Overcast
D2817,Moderate to Heavy Rain
D2818,Partly Cloudy
D2819,Partly Cloudy
D2820,Cloudy and Overcast
D2821,Cloudy and Overcast
D2822,Cloudy and Overcast
D2823,Partly Cloudy
D2824,Cloudy and Overcast
D2825,Cloudy and Overcast
D2826,Cloudy and Overcast
D2827,Cloudy and Overcast
D2828,Cloudy and Overcast
D2829,Cloudy and Overcast
D2830,Partly Cloudy
D2831,Cloudy and Overcast
D2832,Moderate to Heavy Rain
D2833,Cloudy and Overcast
D2834,Cloudy and Overcast
D2835,Cloudy and Overcast
D2836,Cloudy and Overcast
D2837,Cloudy and Overcast
D2838,Cloudy and Overcast
D2839,Partly Cloudy
D2840,Cloudy and Overcast
D2841,Cloudy and Overcast
D2842,Cloudy and Overcast
D2843,Cloudy and Overcast
D2844,Cloudy and Overcast
D2845,Cloudy and Overcast
D2846,Clear and Sunny
D2847,Cloudy and Overcast
D2848,Cloudy and Overcast
D2849,Cloudy and Overcast
D2850,Cloudy and Overcast
D2851,Cloudy and Overcast
D2852,Clear and Sunny
D2853,Clear and Sunny
D2854,Clear and Sunny
D2855,Clear and Sunny
D2856,Clear and Sunny
D2857,Clear and Sunny
D2858,Clear and Sunny
D2859,Clear and Sunny
D2860,Clear and Sunny
D2861,Clear and Sunny
D2862,Clear and Sunny
D2863,Clear and Sunny
D2864,Light Precipitation
D2865,Clear and Sunny
D2866,Cloudy and Overcast
D2867,Clear and Sunny
D2868,Clear and Sunny
D2869,Clear and Sunny
D2870,Partly Cloudy
D2871,Clear and Sunny
D2872,Clear and Sunny
D2873,Clear and Sunny
D2874,Clear and Sunny
D2875,Clear and Sunny
D2876,Clear and Sunny
D2877,Clear and Sunny
D2878,Clear and Sunny
D2879,Clear and Sunny
D2880,Clear and Sunny
D2881,Clear and Sunny
D2882,Clear and Sunny
D2883,Cloudy and Overcast
D2884,Clear and Sunny
D2885,Clear and Sunny
D2886,Clear and Sunny
D2887,Clear and Sunny
D2888,Clear and Sunny
D2889,Clear and Sunny
D2890,Clear and Sunny
D2891,Clear and Sunny
D2892,Clear and Sunny
D2893,Clear and Sunny
